"Molecule ChEMBL ID";"Molecule Name";"Molecule Max Phase";"Molecular Weight";"#RO5 Violations";"AlogP";"Compound Key";"Smiles";"Standard Type";"Standard Relation";"Standard Value";"Standard Units";"pChEMBL Value";"Data Validity Comment";"Comment";"Uo Units";"Ligand Efficiency BEI";"Ligand Efficiency LE";"Ligand Efficiency LLE";"Ligand Efficiency SEI";"Potential Duplicate";"Assay ChEMBL ID";"Assay Description";"Assay Type";"BAO Format ID";"BAO Label";"Assay Organism";"Assay Tissue ChEMBL ID";"Assay Tissue Name";"Assay Cell Type";"Assay Subcellular Fraction";"Assay Parameters";"Assay Variant Accession";"Assay Variant Mutation";"Target ChEMBL ID";"Target Name";"Target Organism";"Target Type";"Document ChEMBL ID";"Source ID";"Source Description";"Document Journal";"Document Year";"Cell ChEMBL ID";"Properties"
"CHEMBL564052";"";"0";"352.42";"0";"-0.88";"1d";"Nc1ncnc2c1ncn2[C@@H]1O[C@H](CS[C@@H]2CCNC2)[C@@H](O)[C@H]1O";"IC50";"'='";"12000.0";"nM";"4.92";"";"";"UO_0000065";"13.96";"0.28";"5.80";"3.75";"False";"CHEMBL1036445";"Inhibition of human recombinant DNMT3b2";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL6095";"DNA (cytosine-5)-methyltransferase 3B";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1151876";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"2009";"None";""
"CHEMBL418052";"S-ADENOSYLHOMOCYSTEINE";"0";"384.42";"1";"-1.44";"SAH";"Nc1ncnc2c1ncn2[C@@H]1O[C@H](CSCC[C@H](N)C(=O)O)[C@@H](O)[C@H]1O";"IC50";"'='";"250.0";"nM";"6.60";"";"";"UO_0000065";"17.17";"0.35";"8.04";"3.61";"False";"CHEMBL1072867";"Inhibition of human recombinant DNMT3B expressed in baculovirus-insect cell system by scintillation counting";"B";"BAO_0000019";"assay format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL6095";"DNA (cytosine-5)-methyltransferase 3B";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1157722";"1";"Scientific Literature";"Bioorg. Med. Chem.";"2010";"None";""
"CHEMBL564768";"";"0";"418.86";"1";"-0.78";"24";"Nc1nc(Cl)nc2c1ncn2[C@@H]1O[C@H](CSCCC(N)C(=O)O)[C@@H](O)[C@H]1O";"IC50";"'='";"57200.0";"nM";"4.24";"";"";"UO_0000065";"10.13";"0.21";"5.02";"2.32";"False";"CHEMBL1036409";"Inhibition of human recombinant DNMT3b2 expressed in baculovirus infected high five insect cells";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL6095";"DNA (cytosine-5)-methyltransferase 3B";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1151871";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"2009";"None";""
"CHEMBL563024";"";"0";"488.57";"1";"0.64";"30";"NC(CCSC[C@H]1O[C@@H](n2cnc3c(NCCc4ccccc4)ncnc32)[C@H](O)[C@@H]1O)C(=O)O";"IC50";"'='";"2000.0";"nM";"5.70";"";"";"UO_0000065";"11.66";"0.23";"5.06";"3.38";"False";"CHEMBL1036409";"Inhibition of human recombinant DNMT3b2 expressed in baculovirus infected high five insect cells";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL6095";"DNA (cytosine-5)-methyltransferase 3B";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1151871";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"2009";"None";""
"CHEMBL560306";"";"0";"475.53";"1";"-0.01";"33";"NC(CCSC[C@H]1O[C@@H](n2cnc3c(NCc4ccncc4)ncnc32)[C@H](O)[C@@H]1O)C(=O)O";"IC50";"'='";"3600.0";"nM";"5.44";"";"";"UO_0000065";"11.45";"0.23";"5.45";"3.00";"False";"CHEMBL1036409";"Inhibition of human recombinant DNMT3b2 expressed in baculovirus infected high five insect cells";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL6095";"DNA (cytosine-5)-methyltransferase 3B";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1151871";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"2009";"None";""
"CHEMBL552763";"";"0";"599.11";"2";"2.96";"36";"NC(CCSC[C@H]1O[C@@H](n2cnc3c(NCCc4ccc(-c5ccccc5)cc4)nc(Cl)nc32)[C@H](O)[C@@H]1O)C(=O)O";"IC50";"'='";"29000.0";"nM";"4.54";"";"";"UO_0000065";"7.57";"0.15";"1.58";"2.69";"False";"CHEMBL1036409";"Inhibition of human recombinant DNMT3b2 expressed in baculovirus infected high five insect cells";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL6095";"DNA (cytosine-5)-methyltransferase 3B";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1151871";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"2009";"None";""
"CHEMBL599367";"";"0";"291.26";"0";"0.99";"NSC-348926";"O=C(O)CCCC(C(=O)O)N1C(=O)c2ccccc2C1=O";"IC50";"";"";"";"";"";"Not Active";"";"";"";"";"";"False";"CHEMBL1072867";"Inhibition of human recombinant DNMT3B expressed in baculovirus-insect cell system by scintillation counting";"B";"BAO_0000019";"assay format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL6095";"DNA (cytosine-5)-methyltransferase 3B";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1157722";"1";"Scientific Literature";"Bioorg. Med. Chem.";"2010";"None";""
"CHEMBL563946";"";"0";"383.43";"0";"-0.83";"7";"Nc1ccnc2c1ncn2[C@@H]1O[C@H](CSCCC(N)C(=O)O)[C@@H](O)[C@H]1O";"IC50";"'='";"45000.0";"nM";"4.35";"";"";"UO_0000065";"11.34";"0.23";"5.18";"2.56";"False";"CHEMBL1036409";"Inhibition of human recombinant DNMT3b2 expressed in baculovirus infected high five insect cells";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL6095";"DNA (cytosine-5)-methyltransferase 3B";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1151871";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"2009";"None";""
"CHEMBL558406";"";"0";"430.51";"1";"-0.72";"27";"CSc1nc(N)c2ncn([C@@H]3O[C@H](CSCCC(N)C(=O)O)[C@@H](O)[C@H]3O)c2n1";"IC50";"'='";"500000.0";"nM";"";"Outside typical range";"";"UO_0000065";"";"";"";"";"False";"CHEMBL1036409";"Inhibition of human recombinant DNMT3b2 expressed in baculovirus infected high five insect cells";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL6095";"DNA (cytosine-5)-methyltransferase 3B";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1151871";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"2009";"None";""
"CHEMBL561047";"";"0";"383.43";"0";"-0.83";"4";"Nc1nccc2c1ncn2[C@@H]1O[C@H](CSCCC(N)C(=O)O)[C@@H](O)[C@H]1O";"IC50";"'='";"6800.0";"nM";"5.17";"";"";"UO_0000065";"13.48";"0.27";"6.00";"3.04";"False";"CHEMBL1036409";"Inhibition of human recombinant DNMT3b2 expressed in baculovirus infected high five insect cells";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL6095";"DNA (cytosine-5)-methyltransferase 3B";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1151871";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"2009";"None";""
"CHEMBL560505";"";"0";"534.60";"2";"0.61";"34";"COc1cc(CNc2ncnc3c2ncn3[C@@H]2O[C@H](CSCCC(N)C(=O)O)[C@@H](O)[C@H]2O)cc(OC)c1";"IC50";"'='";"900.0";"nM";"6.05";"";"";"UO_0000065";"11.31";"0.22";"5.44";"3.23";"False";"CHEMBL1036409";"Inhibition of human recombinant DNMT3b2 expressed in baculovirus infected high five insect cells";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL6095";"DNA (cytosine-5)-methyltransferase 3B";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1151871";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"2009";"None";""
"CHEMBL551174";"";"0";"532.67";"1";"2.86";"7c";"O[C@@H]1[C@@H](CS[C@H]2CCNC2)O[C@@H](n2cnc3c(NCCc4ccc(-c5ccccc5)cc4)ncnc32)[C@@H]1O";"IC50";"'='";"33000.0";"nM";"4.48";"";"";"UO_0000065";"8.41";"0.16";"1.62";"3.82";"False";"CHEMBL1036445";"Inhibition of human recombinant DNMT3b2";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL6095";"DNA (cytosine-5)-methyltransferase 3B";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1151876";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"2009";"None";""
"CHEMBL559710";"";"0";"366.45";"0";"-0.49";"9b";"Nc1ncnc2c1ncn2[C@@H]1O[C@H](CSC2CCNCC2)[C@@H](O)[C@H]1O";"Inhibition";"'='";"16.0";"%";"";"";"";"UO_0000187";"";"";"";"";"False";"CHEMBL1036447";"Inhibition of human recombinant DNMT3b2 at 45 uM";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL6095";"DNA (cytosine-5)-methyltransferase 3B";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1151876";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"2009";"None";""
"CHEMBL115145";"";"0";"288.25";"0";"2.08";"NSC-14778";"O=C(O)c1cc(Cc2ccc(O)c(C(=O)O)c2)ccc1O";"IC50";"'='";"17000.0";"nM";"4.77";"";"";"UO_0000065";"16.55";"0.31";"2.69";"4.15";"False";"CHEMBL1072867";"Inhibition of human recombinant DNMT3B expressed in baculovirus-insect cell system by scintillation counting";"B";"BAO_0000019";"assay format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL6095";"DNA (cytosine-5)-methyltransferase 3B";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1157722";"1";"Scientific Literature";"Bioorg. Med. Chem.";"2010";"None";""
"CHEMBL418052";"S-ADENOSYLHOMOCYSTEINE";"0";"384.42";"1";"-1.44";"L-SAH";"Nc1ncnc2c1ncn2[C@@H]1O[C@H](CSCC[C@H](N)C(=O)O)[C@@H](O)[C@H]1O";"IC50";"'='";"200.0";"nM";"6.70";"";"";"UO_0000065";"17.43";"0.35";"8.14";"3.67";"False";"CHEMBL1036445";"Inhibition of human recombinant DNMT3b2";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL6095";"DNA (cytosine-5)-methyltransferase 3B";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1151876";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"2009";"None";""
"CHEMBL551100";"";"0";"352.42";"0";"-0.88";"1e";"Nc1ncnc2c1ncn2[C@@H]1O[C@H](CS[C@H]2CCNC2)[C@@H](O)[C@H]1O";"IC50";"'='";"26000.0";"nM";"4.58";"";"";"UO_0000065";"13.01";"0.26";"5.47";"3.49";"False";"CHEMBL1036445";"Inhibition of human recombinant DNMT3b2";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL6095";"DNA (cytosine-5)-methyltransferase 3B";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1151876";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"2009";"None";""
"CHEMBL4638087";"";"0";"408.51";"1";"5.30";"29b";"CN(Cc1ccc2cn[nH]c2c1)C(=O)CCc1cccc(-c2cc3ccccc3[nH]2)c1";"IC50";"";"";"";"";"";"Not Active";"";"";"";"";"";"False";"CHEMBL4606697";"Inhibition of human recombinant DNMT3B expressed in baculovirus infected insect cells using CpG site containing internally quenched hairpin oligonucleotide DNA substrate and SAM incubated for 30 mins by kinetic fluorogenic assay";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL6095";"DNA (cytosine-5)-methyltransferase 3B";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4602737";"1";"Scientific Literature";"ACS Med Chem Lett";"2020";"None";""
"CHEMBL3358015";"";"0";"383.50";"0";"4.47";"DC_05";"OC(CNCCc1c[nH]c2ccccc12)Cn1c2ccccc2c2ccccc21";"IC50";"'>'";"200000.0";"nM";"";"Outside typical range";"";"UO_0000065";"";"";"";"";"False";"CHEMBL3389595";"Inhibition of DNMT3B (unknown origin) incubated for 15 mins before addition of [3H]-SAM and poly(dI-dC).poly(dI-dC) by liquid scintillation counting based radioactive methylation assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL6095";"DNA (cytosine-5)-methyltransferase 3B";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3351464";"1";"Scientific Literature";"J. Med. Chem.";"2014";"None";""
